,DOWJONES_Date,DOWJONES_Open,DowJONES_Close,DJI_Returns,NASDAQ_Date,NASDAQ_Open,NASDAQ_Close,NASDAQ_Returns,S&P500_Date,S&P500_Open,S&P500_Close,S&P500_Returns,CBOE_Voltality_index_Date,CBOE_Voltality_index_Open,CBOE_Voltality_index_Close,CBOE_Voltality_index_Returns,Russell2000_Date,Russell2000_Open,Russell2000_Close,Russell2000_Returns
10,2017-02-03,2288.54,2297.42,-0.0038802030989190093,2017-02-03,2288.54,2297.42,-0.0038802030989190093,2017-02-03,2288.54,2297.42,-0.0038802030989190093,2017-02-03,2288.54,2297.42,-0.0038802030989190093,2017-02-03,2288.54,2297.42,-0.0038802030989190093
11,2017-02-06,2294.28,2292.56,0.0007496905347212435,2017-02-06,2294.28,2292.56,0.0007496905347212435,2017-02-06,2294.28,2292.56,0.0007496905347212435,2017-02-06,2294.28,2292.56,0.0007496905347212435,2017-02-06,2294.28,2292.56,0.0007496905347212435
12,2017-02-07,2295.87,2293.08,0.00121522560075264,2017-02-07,2295.87,2293.08,0.00121522560075264,2017-02-07,2295.87,2293.08,0.00121522560075264,2017-02-07,2295.87,2293.08,0.00121522560075264,2017-02-07,2295.87,2293.08,0.00121522560075264
13,2017-02-08,2289.55,2294.67,-0.0022362472975038287,2017-02-08,2289.55,2294.67,-0.0022362472975038287,2017-02-08,2289.55,2294.67,-0.0022362472975038287,2017-02-08,2289.55,2294.67,-0.0022362472975038287,2017-02-08,2289.55,2294.67,-0.0022362472975038287
14,2017-02-09,2296.7,2307.87,-0.004863499804066736,2017-02-09,2296.7,2307.87,-0.004863499804066736,2017-02-09,2296.7,2307.87,-0.004863499804066736,2017-02-09,2296.7,2307.87,-0.004863499804066736,2017-02-09,2296.7,2307.87,-0.004863499804066736
15,2017-02-10,2312.27,2316.1,-0.0016563809589710229,2017-02-10,2312.27,2316.1,-0.0016563809589710229,2017-02-10,2312.27,2316.1,-0.0016563809589710229,2017-02-10,2312.27,2316.1,-0.0016563809589710229,2017-02-10,2312.27,2316.1,-0.0016563809589710229
16,2017-02-13,2321.72,2328.25,-0.002812569991213497,2017-02-13,2321.72,2328.25,-0.002812569991213497,2017-02-13,2321.72,2328.25,-0.002812569991213497,2017-02-13,2321.72,2328.25,-0.002812569991213497,2017-02-13,2321.72,2328.25,-0.002812569991213497
17,2017-02-14,2326.12,2337.58,-0.0049266589857789094,2017-02-14,2326.12,2337.58,-0.0049266589857789094,2017-02-14,2326.12,2337.58,-0.0049266589857789094,2017-02-14,2326.12,2337.58,-0.0049266589857789094,2017-02-14,2326.12,2337.58,-0.0049266589857789094
18,2017-02-15,2335.58,2349.25,-0.005852935887445548,2017-02-15,2335.58,2349.25,-0.005852935887445548,2017-02-15,2335.58,2349.25,-0.005852935887445548,2017-02-15,2335.58,2349.25,-0.005852935887445548,2017-02-15,2335.58,2349.25,-0.005852935887445548
19,2017-02-16,2349.64,2347.22,0.0010299450128530639,2017-02-16,2349.64,2347.22,0.0010299450128530639,2017-02-16,2349.64,2347.22,0.0010299450128530639,2017-02-16,2349.64,2347.22,0.0010299450128530639,2017-02-16,2349.64,2347.22,0.0010299450128530639
20,2017-02-17,2343.01,2351.16,-0.003478431590133903,2017-02-17,2343.01,2351.16,-0.003478431590133903,2017-02-17,2343.01,2351.16,-0.003478431590133903,2017-02-17,2343.01,2351.16,-0.003478431590133903,2017-02-17,2343.01,2351.16,-0.003478431590133903
21,2017-02-21,2354.91,2365.38,-0.004446029784577863,2017-02-21,2354.91,2365.38,-0.004446029784577863,2017-02-21,2354.91,2365.38,-0.004446029784577863,2017-02-21,2354.91,2365.38,-0.004446029784577863,2017-02-21,2354.91,2365.38,-0.004446029784577863
22,2017-02-22,2361.11,2362.82,-0.0007242356349344318,2017-02-22,2361.11,2362.82,-0.0007242356349344318,2017-02-22,2361.11,2362.82,-0.0007242356349344318,2017-02-22,2361.11,2362.82,-0.0007242356349344318,2017-02-22,2361.11,2362.82,-0.0007242356349344318
23,2017-02-23,2367.5,2363.81,0.0015586061246040358,2017-02-23,2367.5,2363.81,0.0015586061246040358,2017-02-23,2367.5,2363.81,0.0015586061246040358,2017-02-23,2367.5,2363.81,0.0015586061246040358,2017-02-23,2367.5,2363.81,0.0015586061246040358
24,2017-02-24,2355.73,2367.34,-0.0049284086037025155,2017-02-24,2355.73,2367.34,-0.0049284086037025155,2017-02-24,2355.73,2367.34,-0.0049284086037025155,2017-02-24,2355.73,2367.34,-0.0049284086037025155,2017-02-24,2355.73,2367.34,-0.0049284086037025155
25,2017-02-27,2365.23,2369.75,-0.001911019224346039,2017-02-27,2365.23,2369.75,-0.001911019224346039,2017-02-27,2365.23,2369.75,-0.001911019224346039,2017-02-27,2365.23,2369.75,-0.001911019224346039,2017-02-27,2365.23,2369.75,-0.001911019224346039
26,2017-02-28,2366.08,2363.64,0.001031241547200456,2017-02-28,2366.08,2363.64,0.001031241547200456,2017-02-28,2366.08,2363.64,0.001031241547200456,2017-02-28,2366.08,2363.64,0.001031241547200456,2017-02-28,2366.08,2363.64,0.001031241547200456
27,2017-03-01,2380.13,2395.96,-0.006650897219899723,2017-03-01,2380.13,2395.96,-0.006650897219899723,2017-03-01,2380.13,2395.96,-0.006650897219899723,2017-03-01,2380.13,2395.96,-0.006650897219899723,2017-03-01,2380.13,2395.96,-0.006650897219899723
28,2017-03-02,2394.75,2381.92,0.005357552980478099,2017-03-02,2394.75,2381.92,0.005357552980478099,2017-03-02,2394.75,2381.92,0.005357552980478099,2017-03-02,2394.75,2381.92,0.005357552980478099,2017-03-02,2394.75,2381.92,0.005357552980478099
29,2017-03-03,2380.92,2383.12,-0.000924012566570829,2017-03-03,2380.92,2383.12,-0.000924012566570829,2017-03-03,2380.92,2383.12,-0.000924012566570829,2017-03-03,2380.92,2383.12,-0.000924012566570829,2017-03-03,2380.92,2383.12,-0.000924012566570829
30,2017-03-06,2375.23,2375.31,-3.368094879229685e-05,2017-03-06,2375.23,2375.31,-3.368094879229685e-05,2017-03-06,2375.23,2375.31,-3.368094879229685e-05,2017-03-06,2375.23,2375.31,-3.368094879229685e-05,2017-03-06,2375.23,2375.31,-3.368094879229685e-05
31,2017-03-07,2370.74,2368.39,0.0009912516766916277,2017-03-07,2370.74,2368.39,0.0009912516766916277,2017-03-07,2370.74,2368.39,0.0009912516766916277,2017-03-07,2370.74,2368.39,0.0009912516766916277,2017-03-07,2370.74,2368.39,0.0009912516766916277
32,2017-03-08,2369.81,2362.98,0.002882087593520125,2017-03-08,2369.81,2362.98,0.002882087593520125,2017-03-08,2369.81,2362.98,0.002882087593520125,2017-03-08,2369.81,2362.98,0.002882087593520125,2017-03-08,2369.81,2362.98,0.002882087593520125
33,2017-03-09,2363.49,2364.87,-0.0005838823096353736,2017-03-09,2363.49,2364.87,-0.0005838823096353736,2017-03-09,2363.49,2364.87,-0.0005838823096353736,2017-03-09,2363.49,2364.87,-0.0005838823096353736,2017-03-09,2363.49,2364.87,-0.0005838823096353736
34,2017-03-10,2372.52,2372.6,-3.37194207003217e-05,2017-03-10,2372.52,2372.6,-3.37194207003217e-05,2017-03-10,2372.52,2372.6,-3.37194207003217e-05,2017-03-10,2372.52,2372.6,-3.37194207003217e-05,2017-03-10,2372.52,2372.6,-3.37194207003217e-05
35,2017-03-13,2371.56,2373.47,-0.0008053770513922711,2017-03-13,2371.56,2373.47,-0.0008053770513922711,2017-03-13,2371.56,2373.47,-0.0008053770513922711,2017-03-13,2371.56,2373.47,-0.0008053770513922711,2017-03-13,2371.56,2373.47,-0.0008053770513922711
36,2017-03-14,2368.55,2365.45,0.0013088176310402412,2017-03-14,2368.55,2365.45,0.0013088176310402412,2017-03-14,2368.55,2365.45,0.0013088176310402412,2017-03-14,2368.55,2365.45,0.0013088176310402412,2017-03-14,2368.55,2365.45,0.0013088176310402412
37,2017-03-15,2370.34,2385.26,-0.006294455647713017,2017-03-15,2370.34,2385.26,-0.006294455647713017,2017-03-15,2370.34,2385.26,-0.006294455647713017,2017-03-15,2370.34,2385.26,-0.006294455647713017,2017-03-15,2370.34,2385.26,-0.006294455647713017
38,2017-03-16,2387.71,2381.38,0.0026510757169002632,2017-03-16,2387.71,2381.38,0.0026510757169002632,2017-03-16,2387.71,2381.38,0.0026510757169002632,2017-03-16,2387.71,2381.38,0.0026510757169002632,2017-03-16,2387.71,2381.38,0.0026510757169002632
39,2017-03-17,2383.71,2378.25,0.002290547088362274,2017-03-17,2383.71,2378.25,0.002290547088362274,2017-03-17,2383.71,2378.25,0.002290547088362274,2017-03-17,2383.71,2378.25,0.002290547088362274,2017-03-17,2383.71,2378.25,0.002290547088362274
40,2017-03-20,2378.24,2373.47,0.002005684876210972,2017-03-20,2378.24,2373.47,0.002005684876210972,2017-03-20,2378.24,2373.47,0.002005684876210972,2017-03-20,2378.24,2373.47,0.002005684876210972,2017-03-20,2378.24,2373.47,0.002005684876210972
41,2017-03-21,2379.32,2344.02,0.014836171679303406,2017-03-21,2379.32,2344.02,0.014836171679303406,2017-03-21,2379.32,2344.02,0.014836171679303406,2017-03-21,2379.32,2344.02,0.014836171679303406,2017-03-21,2379.32,2344.02,0.014836171679303406
42,2017-03-22,2343.0,2348.45,-0.0023260776781902767,2017-03-22,2343.0,2348.45,-0.0023260776781902767,2017-03-22,2343.0,2348.45,-0.0023260776781902767,2017-03-22,2343.0,2348.45,-0.0023260776781902767,2017-03-22,2343.0,2348.45,-0.0023260776781902767
43,2017-03-23,2345.97,2345.96,4.262629104278201e-06,2017-03-23,2345.97,2345.96,4.262629104278201e-06,2017-03-23,2345.97,2345.96,4.262629104278201e-06,2017-03-23,2345.97,2345.96,4.262629104278201e-06,2017-03-23,2345.97,2345.96,4.262629104278201e-06
44,2017-03-24,2350.42,2343.98,0.0027399358412539265,2017-03-24,2350.42,2343.98,0.0027399358412539265,2017-03-24,2350.42,2343.98,0.0027399358412539265,2017-03-24,2350.42,2343.98,0.0027399358412539265,2017-03-24,2350.42,2343.98,0.0027399358412539265
45,2017-03-27,2329.11,2341.59,-0.00535826989708516,2017-03-27,2329.11,2341.59,-0.00535826989708516,2017-03-27,2329.11,2341.59,-0.00535826989708516,2017-03-27,2329.11,2341.59,-0.00535826989708516,2017-03-27,2329.11,2341.59,-0.00535826989708516
46,2017-03-28,2339.79,2358.57,-0.008026361340120353,2017-03-28,2339.79,2358.57,-0.008026361340120353,2017-03-28,2339.79,2358.57,-0.008026361340120353,2017-03-28,2339.79,2358.57,-0.008026361340120353,2017-03-28,2339.79,2358.57,-0.008026361340120353
47,2017-03-29,2356.54,2361.13,-0.0019477708844323227,2017-03-29,2356.54,2361.13,-0.0019477708844323227,2017-03-29,2356.54,2361.13,-0.0019477708844323227,2017-03-29,2356.54,2361.13,-0.0019477708844323227,2017-03-29,2356.54,2361.13,-0.0019477708844323227
48,2017-03-30,2361.31,2368.06,-0.0028585827358542505,2017-03-30,2361.31,2368.06,-0.0028585827358542505,2017-03-30,2361.31,2368.06,-0.0028585827358542505,2017-03-30,2361.31,2368.06,-0.0028585827358542505,2017-03-30,2361.31,2368.06,-0.0028585827358542505
49,2017-03-31,2364.82,2362.72,0.0008880168469483358,2017-03-31,2364.82,2362.72,0.0008880168469483358,2017-03-31,2364.82,2362.72,0.0008880168469483358,2017-03-31,2364.82,2362.72,0.0008880168469483358,2017-03-31,2364.82,2362.72,0.0008880168469483358
50,2017-04-03,2362.34,2358.84,0.0014815818214143602,2017-04-03,2362.34,2358.84,0.0014815818214143602,2017-04-03,2362.34,2358.84,0.0014815818214143602,2017-04-03,2362.34,2358.84,0.0014815818214143602,2017-04-03,2362.34,2358.84,0.0014815818214143602
51,2017-04-04,2354.76,2360.16,-0.002293227335269682,2017-04-04,2354.76,2360.16,-0.002293227335269682,2017-04-04,2354.76,2360.16,-0.002293227335269682,2017-04-04,2354.76,2360.16,-0.002293227335269682,2017-04-04,2354.76,2360.16,-0.002293227335269682
52,2017-04-05,2366.59,2352.95,0.005763566988789916,2017-04-05,2366.59,2352.95,0.005763566988789916,2017-04-05,2366.59,2352.95,0.005763566988789916,2017-04-05,2366.59,2352.95,0.005763566988789916,2017-04-05,2366.59,2352.95,0.005763566988789916
53,2017-04-06,2353.79,2357.49,-0.0015719329251971579,2017-04-06,2353.79,2357.49,-0.0015719329251971579,2017-04-06,2353.79,2357.49,-0.0015719329251971579,2017-04-06,2353.79,2357.49,-0.0015719329251971579,2017-04-06,2353.79,2357.49,-0.0015719329251971579
54,2017-04-07,2356.59,2355.54,0.0004455590493043685,2017-04-07,2356.59,2355.54,0.0004455590493043685,2017-04-07,2356.59,2355.54,0.0004455590493043685,2017-04-07,2356.59,2355.54,0.0004455590493043685,2017-04-07,2356.59,2355.54,0.0004455590493043685
55,2017-04-10,2357.16,2357.16,0.0,2017-04-10,2357.16,2357.16,0.0,2017-04-10,2357.16,2357.16,0.0,2017-04-10,2357.16,2357.16,0.0,2017-04-10,2357.16,2357.16,0.0
56,2017-04-11,2353.92,2353.78,5.9475258292496206e-05,2017-04-11,2353.92,2353.78,5.9475258292496206e-05,2017-04-11,2353.92,2353.78,5.9475258292496206e-05,2017-04-11,2353.92,2353.78,5.9475258292496206e-05,2017-04-11,2353.92,2353.78,5.9475258292496206e-05
57,2017-04-12,2352.15,2344.93,0.003069532130178881,2017-04-12,2352.15,2344.93,0.003069532130178881,2017-04-12,2352.15,2344.93,0.003069532130178881,2017-04-12,2352.15,2344.93,0.003069532130178881,2017-04-12,2352.15,2344.93,0.003069532130178881
58,2017-04-13,2341.98,2328.95,0.005563668349003919,2017-04-13,2341.98,2328.95,0.005563668349003919,2017-04-13,2341.98,2328.95,0.005563668349003919,2017-04-13,2341.98,2328.95,0.005563668349003919,2017-04-13,2341.98,2328.95,0.005563668349003919
59,2017-04-17,2332.62,2349.01,-0.007026433795474758,2017-04-17,2332.62,2349.01,-0.007026433795474758,2017-04-17,2332.62,2349.01,-0.007026433795474758,2017-04-17,2332.62,2349.01,-0.007026433795474758,2017-04-17,2332.62,2349.01,-0.007026433795474758
60,2017-04-18,2342.53,2342.19,0.0001451422180292869,2017-04-18,2342.53,2342.19,0.0001451422180292869,2017-04-18,2342.53,2342.19,0.0001451422180292869,2017-04-18,2342.53,2342.19,0.0001451422180292869,2017-04-18,2342.53,2342.19,0.0001451422180292869
61,2017-04-19,2346.79,2338.17,0.003673102407969989,2017-04-19,2346.79,2338.17,0.003673102407969989,2017-04-19,2346.79,2338.17,0.003673102407969989,2017-04-19,2346.79,2338.17,0.003673102407969989,2017-04-19,2346.79,2338.17,0.003673102407969989
62,2017-04-20,2342.69,2355.84,-0.005613205332331675,2017-04-20,2342.69,2355.84,-0.005613205332331675,2017-04-20,2342.69,2355.84,-0.005613205332331675,2017-04-20,2342.69,2355.84,-0.005613205332331675,2017-04-20,2342.69,2355.84,-0.005613205332331675
63,2017-04-21,2354.74,2348.69,0.002569285781020294,2017-04-21,2354.74,2348.69,0.002569285781020294,2017-04-21,2354.74,2348.69,0.002569285781020294,2017-04-21,2354.74,2348.69,0.002569285781020294,2017-04-21,2354.74,2348.69,0.002569285781020294
64,2017-04-24,2370.33,2374.15,-0.0016115899473913605,2017-04-24,2370.33,2374.15,-0.0016115899473913605,2017-04-24,2370.33,2374.15,-0.0016115899473913605,2017-04-24,2370.33,2374.15,-0.0016115899473913605,2017-04-24,2370.33,2374.15,-0.0016115899473913605
65,2017-04-25,2381.51,2388.61,-0.002981301779123291,2017-04-25,2381.51,2388.61,-0.002981301779123291,2017-04-25,2381.51,2388.61,-0.002981301779123291,2017-04-25,2381.51,2388.61,-0.002981301779123291,2017-04-25,2381.51,2388.61,-0.002981301779123291
66,2017-04-26,2388.98,2387.45,0.0006404406901691098,2017-04-26,2388.98,2387.45,0.0006404406901691098,2017-04-26,2388.98,2387.45,0.0006404406901691098,2017-04-26,2388.98,2387.45,0.0006404406901691098,2017-04-26,2388.98,2387.45,0.0006404406901691098
67,2017-04-27,2389.7,2388.77,0.00038917018872654995,2017-04-27,2389.7,2388.77,0.00038917018872654995,2017-04-27,2389.7,2388.77,0.00038917018872654995,2017-04-27,2389.7,2388.77,0.00038917018872654995,2017-04-27,2389.7,2388.77,0.00038917018872654995
68,2017-04-28,2393.68,2384.2,0.003960429130042453,2017-04-28,2393.68,2384.2,0.003960429130042453,2017-04-28,2393.68,2384.2,0.003960429130042453,2017-04-28,2393.68,2384.2,0.003960429130042453,2017-04-28,2393.68,2384.2,0.003960429130042453
69,2017-05-01,2388.5,2388.33,7.117437722422975e-05,2017-05-01,2388.5,2388.33,7.117437722422975e-05,2017-05-01,2388.5,2388.33,7.117437722422975e-05,2017-05-01,2388.5,2388.33,7.117437722422975e-05,2017-05-01,2388.5,2388.33,7.117437722422975e-05
70,2017-05-02,2391.05,2391.17,-5.018715627021219e-05,2017-05-02,2391.05,2391.17,-5.018715627021219e-05,2017-05-02,2391.05,2391.17,-5.018715627021219e-05,2017-05-02,2391.05,2391.17,-5.018715627021219e-05,2017-05-02,2391.05,2391.17,-5.018715627021219e-05
71,2017-05-03,2386.5,2388.13,-0.0006830085899853799,2017-05-03,2386.5,2388.13,-0.0006830085899853799,2017-05-03,2386.5,2388.13,-0.0006830085899853799,2017-05-03,2386.5,2388.13,-0.0006830085899853799,2017-05-03,2386.5,2388.13,-0.0006830085899853799
72,2017-05-04,2389.79,2389.52,0.00011298063846613377,2017-05-04,2389.79,2389.52,0.00011298063846613377,2017-05-04,2389.79,2389.52,0.00011298063846613377,2017-05-04,2389.79,2389.52,0.00011298063846613377,2017-05-04,2389.79,2389.52,0.00011298063846613377
73,2017-05-05,2392.37,2399.29,-0.002892529165639125,2017-05-05,2392.37,2399.29,-0.002892529165639125,2017-05-05,2392.37,2399.29,-0.002892529165639125,2017-05-05,2392.37,2399.29,-0.002892529165639125,2017-05-05,2392.37,2399.29,-0.002892529165639125
74,2017-05-08,2399.94,2399.38,0.0002333391668124809,2017-05-08,2399.94,2399.38,0.0002333391668124809,2017-05-08,2399.94,2399.38,0.0002333391668124809,2017-05-08,2399.94,2399.38,0.0002333391668124809,2017-05-08,2399.94,2399.38,0.0002333391668124809
75,2017-05-09,2401.58,2396.92,0.0019403892437478054,2017-05-09,2401.58,2396.92,0.0019403892437478054,2017-05-09,2401.58,2396.92,0.0019403892437478054,2017-05-09,2401.58,2396.92,0.0019403892437478054,2017-05-09,2401.58,2396.92,0.0019403892437478054
76,2017-05-10,2396.79,2399.63,-0.001184918161374232,2017-05-10,2396.79,2399.63,-0.001184918161374232,2017-05-10,2396.79,2399.63,-0.001184918161374232,2017-05-10,2396.79,2399.63,-0.001184918161374232,2017-05-10,2396.79,2399.63,-0.001184918161374232
77,2017-05-11,2394.84,2394.44,0.0001670257720766694,2017-05-11,2394.84,2394.44,0.0001670257720766694,2017-05-11,2394.84,2394.44,0.0001670257720766694,2017-05-11,2394.84,2394.44,0.0001670257720766694,2017-05-11,2394.84,2394.44,0.0001670257720766694
78,2017-05-12,2392.44,2390.9,0.0006436943037233801,2017-05-12,2392.44,2390.9,0.0006436943037233801,2017-05-12,2392.44,2390.9,0.0006436943037233801,2017-05-12,2392.44,2390.9,0.0006436943037233801,2017-05-12,2392.44,2390.9,0.0006436943037233801
79,2017-05-15,2393.98,2402.32,-0.003483738377095943,2017-05-15,2393.98,2402.32,-0.003483738377095943,2017-05-15,2393.98,2402.32,-0.003483738377095943,2017-05-15,2393.98,2402.32,-0.003483738377095943,2017-05-15,2393.98,2402.32,-0.003483738377095943
80,2017-05-16,2404.55,2400.67,0.0016136075357135883,2017-05-16,2404.55,2400.67,0.0016136075357135883,2017-05-16,2404.55,2400.67,0.0016136075357135883,2017-05-16,2404.55,2400.67,0.0016136075357135883,2017-05-16,2404.55,2400.67,0.0016136075357135883
81,2017-05-17,2382.95,2357.03,0.010877273967141408,2017-05-17,2382.95,2357.03,0.010877273967141408,2017-05-17,2382.95,2357.03,0.010877273967141408,2017-05-17,2382.95,2357.03,0.010877273967141408,2017-05-17,2382.95,2357.03,0.010877273967141408
82,2017-05-18,2354.69,2365.72,-0.004684268417498586,2017-05-18,2354.69,2365.72,-0.004684268417498586,2017-05-18,2354.69,2365.72,-0.004684268417498586,2017-05-18,2354.69,2365.72,-0.004684268417498586,2017-05-18,2354.69,2365.72,-0.004684268417498586
83,2017-05-19,2371.37,2381.73,-0.004368782602461922,2017-05-19,2371.37,2381.73,-0.004368782602461922,2017-05-19,2371.37,2381.73,-0.004368782602461922,2017-05-19,2371.37,2381.73,-0.004368782602461922,2017-05-19,2371.37,2381.73,-0.004368782602461922
84,2017-05-22,2387.21,2394.02,-0.002852702527217943,2017-05-22,2387.21,2394.02,-0.002852702527217943,2017-05-22,2387.21,2394.02,-0.002852702527217943,2017-05-22,2387.21,2394.02,-0.002852702527217943,2017-05-22,2387.21,2394.02,-0.002852702527217943
85,2017-05-23,2397.04,2398.42,-0.0005757100423856545,2017-05-23,2397.04,2398.42,-0.0005757100423856545,2017-05-23,2397.04,2398.42,-0.0005757100423856545,2017-05-23,2397.04,2398.42,-0.0005757100423856545,2017-05-23,2397.04,2398.42,-0.0005757100423856545
86,2017-05-24,2401.41,2404.39,-0.0012409376158173816,2017-05-24,2401.41,2404.39,-0.0012409376158173816,2017-05-24,2401.41,2404.39,-0.0012409376158173816,2017-05-24,2401.41,2404.39,-0.0012409376158173816,2017-05-24,2401.41,2404.39,-0.0012409376158173816
87,2017-05-25,2409.54,2415.07,-0.0022950438672942556,2017-05-25,2409.54,2415.07,-0.0022950438672942556,2017-05-25,2409.54,2415.07,-0.0022950438672942556,2017-05-25,2409.54,2415.07,-0.0022950438672942556,2017-05-25,2409.54,2415.07,-0.0022950438672942556
88,2017-05-26,2414.5,2415.82,-0.0005466970387244414,2017-05-26,2414.5,2415.82,-0.0005466970387244414,2017-05-26,2414.5,2415.82,-0.0005466970387244414,2017-05-26,2414.5,2415.82,-0.0005466970387244414,2017-05-26,2414.5,2415.82,-0.0005466970387244414
89,2017-05-30,2411.67,2412.91,-0.0005141665319051867,2017-05-30,2411.67,2412.91,-0.0005141665319051867,2017-05-30,2411.67,2412.91,-0.0005141665319051867,2017-05-30,2411.67,2412.91,-0.0005141665319051867,2017-05-30,2411.67,2412.91,-0.0005141665319051867
90,2017-05-31,2415.63,2411.8,0.00158550771434364,2017-05-31,2415.63,2411.8,0.00158550771434364,2017-05-31,2415.63,2411.8,0.00158550771434364,2017-05-31,2415.63,2411.8,0.00158550771434364,2017-05-31,2415.63,2411.8,0.00158550771434364
91,2017-06-01,2415.65,2430.06,-0.005965268147289489,2017-06-01,2415.65,2430.06,-0.005965268147289489,2017-06-01,2415.65,2430.06,-0.005965268147289489,2017-06-01,2415.65,2430.06,-0.005965268147289489,2017-06-01,2415.65,2430.06,-0.005965268147289489
92,2017-06-02,2431.28,2439.07,-0.0032040735744134625,2017-06-02,2431.28,2439.07,-0.0032040735744134625,2017-06-02,2431.28,2439.07,-0.0032040735744134625,2017-06-02,2431.28,2439.07,-0.0032040735744134625,2017-06-02,2431.28,2439.07,-0.0032040735744134625
93,2017-06-05,2437.83,2436.1,0.0007096475143878032,2017-06-05,2437.83,2436.1,0.0007096475143878032,2017-06-05,2437.83,2436.1,0.0007096475143878032,2017-06-05,2437.83,2436.1,0.0007096475143878032,2017-06-05,2437.83,2436.1,0.0007096475143878032
94,2017-06-06,2431.92,2429.33,0.001065002138228291,2017-06-06,2431.92,2429.33,0.001065002138228291,2017-06-06,2431.92,2429.33,0.001065002138228291,2017-06-06,2431.92,2429.33,0.001065002138228291,2017-06-06,2431.92,2429.33,0.001065002138228291
95,2017-06-07,2432.03,2433.14,-0.00045640884364077437,2017-06-07,2432.03,2433.14,-0.00045640884364077437,2017-06-07,2432.03,2433.14,-0.00045640884364077437,2017-06-07,2432.03,2433.14,-0.00045640884364077437,2017-06-07,2432.03,2433.14,-0.00045640884364077437
96,2017-06-08,2434.27,2433.79,0.00019718437149536338,2017-06-08,2434.27,2433.79,0.00019718437149536338,2017-06-08,2434.27,2433.79,0.00019718437149536338,2017-06-08,2434.27,2433.79,0.00019718437149536338,2017-06-08,2434.27,2433.79,0.00019718437149536338
97,2017-06-09,2436.39,2431.77,0.0018962481376133915,2017-06-09,2436.39,2431.77,0.0018962481376133915,2017-06-09,2436.39,2431.77,0.0018962481376133915,2017-06-09,2436.39,2431.77,0.0018962481376133915,2017-06-09,2436.39,2431.77,0.0018962481376133915
